"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.603593495E0,2.178022265E-2,4.608720541E-3,-2.743272781E-1,2.752291299E-1
9.608323755E0,3.820106387E-2,7.000386715E-3,-4.428873062E-1,4.445868787E-1
9.613054015E0,2.606651187E-2,6.999835372E-3,-4.249582291E-1,4.258144633E-1
9.617784276E0,1.643249393E-2,-3.336937726E-2,-2.363338470E-1,2.392430343E-1
9.622514536E0,2.586263418E-2,-4.263682663E-2,-9.673976898E-2,1.088363806E-1
9.627244797E0,2.323904634E-2,-4.233489931E-2,-1.623744965E-1,1.694041737E-1
9.631975005E0,5.380213261E-2,-4.013806581E-3,-2.677984238E-1,2.731790180E-1
9.636705265E0,4.382750392E-2,3.873433918E-2,-3.343801498E-1,3.394573371E-1
9.641435526E0,1.740787923E-2,3.844026476E-2,-3.790531158E-1,3.813947467E-1
9.646165786E0,1.253740489E-2,-2.354505658E-2,-3.308086395E-1,3.318823770E-1
9.650896047E0,-1.375979185E-2,-5.659538507E-2,-3.114404678E-1,3.168399193E-1
9.655626307E0,-1.136283576E-2,-4.903064668E-2,-1.901988983E-1,1.967453666E-1
9.660356567E0,4.078923166E-2,-2.494648099E-2,-1.767473221E-1,1.831002572E-1
9.665086776E0,1.900282502E-2,1.337587833E-3,-3.295106888E-1,3.300608891E-1
9.669817036E0,-7.292345166E-3,-5.817726254E-3,-2.674417496E-1,2.676043977E-1
9.674547297E0,-3.574165702E-2,-3.426995873E-2,-2.675867081E-1,2.721296427E-1
9.679277557E0,-4.968848825E-2,-2.454604208E-2,-2.867136002E-1,2.920207913E-1
9.684007817E0,-4.224717617E-3,-3.625911474E-2,-3.578834534E-1,3.597403756E-1
9.688738078E0,3.840424120E-2,-3.595475852E-2,-4.948978424E-1,4.976861509E-1
9.693468338E0,3.799340129E-2,-3.090777993E-2,-3.626365662E-1,3.659290485E-1
9.698198547E0,1.634036005E-2,-2.598649263E-2,-2.148714066E-1,2.170530500E-1
9.702928807E0,-3.120546043E-2,-1.878741384E-2,-2.059640884E-1,2.091601143E-1
9.707659067E0,-6.411820650E-2,7.334128022E-3,-2.778100967E-1,2.852076151E-1
9.712389328E0,-7.308314741E-2,9.592160583E-3,-3.751564026E-1,3.823290237E-1
9.717119588E0,-5.829906464E-2,9.542688727E-3,-4.527063370E-1,4.565444900E-1
9.721849849E0,-1.993776858E-2,2.615781128E-2,-3.587617874E-1,3.602662430E-1
9.726580109E0,-1.983422041E-2,-9.568348527E-3,-2.205152512E-1,2.216121061E-1
9.731310317E0,-4.577840865E-2,-2.609722316E-2,-8.342361450E-2,9.867232242E-2
9.736040578E0,-3.823119402E-2,1.400411129E-4,-1.657810211E-1,1.701322743E-1
9.740770838E0,-4.741106927E-2,1.666902006E-2,-3.660955429E-1,3.695289058E-1
9.745501099E0,-8.018885553E-2,4.500626028E-2,-4.840631485E-1,4.927199486E-1
9.750231359E0,-4.390753806E-2,2.333200723E-2,-5.488424301E-1,5.510900721E-1
9.754961620E0,-7.956132293E-3,-5.252733827E-3,-3.544368744E-1,3.545650704E-1
9.759691828E0,-3.880019486E-2,-9.953171015E-3,-2.921590805E-1,2.948922669E-1
9.764422088E0,4.198908806E-3,-2.890810370E-2,-2.161655426E-1,2.181303535E-1
9.769152349E0,-3.852894902E-2,2.097919583E-3,-3.567390442E-1,3.588197693E-1
9.773882609E0,-4.050622880E-2,3.290130198E-2,-4.320726395E-1,4.352126101E-1
9.778612870E0,-2.111113071E-2,5.635687709E-2,-3.738975525E-1,3.787098589E-1
9.783343130E0,-2.568911016E-2,7.727163285E-2,-3.897647858E-1,3.981801399E-1
9.788073338E0,3.370088339E-2,6.950937957E-2,-2.963447571E-1,3.062474791E-1
9.792803599E0,3.564721346E-2,4.042895138E-2,-3.792953491E-1,3.831059720E-1
9.797533859E0,9.211987257E-3,4.718291759E-2,-4.093561172E-1,4.121692846E-1
9.802264120E0,-2.406574786E-2,3.489876539E-2,-4.415378571E-1,4.435682171E-1
9.806994380E0,-9.553179145E-3,1.557146758E-2,-2.931156158E-1,2.936843511E-1
9.811724640E0,-9.509563446E-3,2.490606904E-2,-3.238935471E-1,3.249888827E-1
9.816454849E0,-2.931058407E-5,4.362756759E-2,-3.449220657E-1,3.476702417E-1
9.821185109E0,-1.195609570E-2,8.363202214E-2,-4.796733856E-1,4.870562803E-1
9.825915370E0,-3.079196811E-2,9.714709222E-2,-4.851694107E-1,4.957570573E-1
9.830645630E0,5.105823278E-3,7.503922284E-2,-4.265499115E-1,4.331302130E-1
9.835375890E0,-1.869989932E-2,2.704128623E-2,-2.829923630E-1,2.848957615E-1
9.840106151E0,-2.103357017E-2,-1.114742458E-2,-1.952075958E-1,1.966537099E-1
9.844836359E0,-1.871167123E-2,7.958710194E-3,-3.525581360E-1,3.531440315E-1
9.849566620E0,9.746655822E-3,2.927729487E-2,-4.682607651E-1,4.692763593E-1
9.854296880E0,2.386800945E-2,3.380862623E-2,-5.948657990E-1,5.963036339E-1
9.859027140E0,-2.385169268E-3,3.118354827E-2,-5.377054214E-1,5.386141689E-1
9.863757401E0,-4.257515073E-2,3.801651299E-2,-4.335680008E-1,4.373089412E-1
9.868487661E0,-7.062058151E-2,4.476518929E-2,-4.465665817E-1,4.543268654E-1
9.873217870E0,-7.001243532E-2,6.372854114E-3,-4.048805237E-1,4.109386728E-1
9.877948130E0,-3.869819641E-2,-1.740694046E-2,-5.296392441E-1,5.313363161E-1
9.882678390E0,4.192218184E-3,1.805305481E-3,-6.035261154E-1,6.035433753E-1
9.887408651E0,2.315957844E-2,6.591573358E-3,-6.364631653E-1,6.369185000E-1
9.892138911E0,1.597671211E-2,7.300618291E-2,-5.267543793E-1,5.320294486E-1
9.896869120E0,-4.089504480E-2,1.008466557E-1,-3.776245117E-1,3.929920158E-1
9.901599380E0,-2.861569822E-2,6.195985526E-2,-3.626155853E-1,3.689823093E-1
9.906329640E0,-2.603854239E-2,4.958185554E-2,-5.280685425E-1,5.310298971E-1
9.911059901E0,-1.876510680E-2,6.485581398E-3,-6.233263016E-1,6.236424218E-1
9.915790109E0,2.406783402E-2,2.306987345E-2,-6.015224457E-1,6.024456261E-1
9.920520370E0,1.436804235E-2,1.576051116E-2,-5.443067551E-1,5.447244055E-1
9.925250630E0,2.457454801E-3,2.744009346E-2,-5.896034241E-1,5.902467243E-1
9.929980890E0,-2.180486917E-3,2.003992349E-2,-7.365579605E-1,7.368337548E-1
9.934711151E0,2.657294273E-3,3.645745665E-2,-7.660160065E-1,7.668876903E-1
9.939441411E0,3.107528389E-2,-1.783177257E-3,-7.145462036E-1,7.152238322E-1
9.944171620E0,6.160221994E-2,-3.490510583E-2,-5.851984024E-1,5.894661738E-1
9.948901880E0,6.814558804E-2,-6.068728864E-2,-4.403209686E-1,4.496769102E-1
9.953632140E0,3.672219813E-2,-6.020773947E-2,-4.034299850E-1,4.095476096E-1
9.958362401E0,3.171622753E-2,-2.653951943E-2,-5.092229843E-1,5.108995135E-1
9.963092661E0,1.963406801E-2,-7.360875607E-3,-6.948118210E-1,6.951281506E-1
9.967822870E0,-1.370374858E-2,2.219989896E-3,-8.290214539E-1,8.291376798E-1
9.972553130E0,1.015868783E-2,-2.152578533E-2,-7.485542297E-1,7.489325692E-1
9.977283390E0,-2.315393090E-2,-6.168386340E-2,-5.999441147E-1,6.035511116E-1
9.982013651E0,-2.534185350E-2,-6.359584630E-2,-5.474882126E-1,5.517517414E-1
9.986743911E0,-1.575557888E-2,-7.975676656E-2,-6.069908142E-1,6.124109965E-1
9.991474120E0,-2.043204010E-2,-4.112508893E-2,-7.917623520E-1,7.930929096E-1
9.996204380E0,-1.789686084E-2,-9.933993220E-3,-8.444862366E-1,8.447342692E-1
1.000093464E1,-1.037701964E-3,3.288856894E-2,-6.950769424E-1,6.958553662E-1
1.000566490E1,6.054297090E-3,-1.953470707E-2,-5.564012527E-1,5.567769871E-1
1.001039511E1,-8.322194219E-3,-4.544577003E-2,-3.524398804E-1,3.554552661E-1
1.001512537E1,-6.022527814E-3,-8.535128832E-2,-3.328886032E-1,3.437090854E-1
1.001985563E1,-3.741204739E-3,-5.616331100E-2,-5.128240585E-1,5.159038952E-1
1.002458589E1,-2.040767670E-2,-8.207976818E-3,-6.438016891E-1,6.441773507E-1
1.002931610E1,-1.307274401E-2,-1.285690069E-2,-6.621665955E-1,6.624204078E-1
1.003404636E1,-6.037487090E-2,-9.101033211E-4,-5.902080536E-1,5.932887154E-1
1.003877662E1,-7.646220922E-2,-1.991029084E-2,-5.663070679E-1,5.717924311E-1
1.004350688E1,-9.486930072E-2,-2.923436463E-2,-5.188760757E-1,5.282870567E-1
1.004823714E1,-5.150772631E-2,-3.842589259E-2,-5.620059967E-1,5.656680435E-1
1.005296735E1,-2.274510264E-2,-2.456694841E-3,-5.715560913E-1,5.720137591E-1
1.005769761E1,-5.103728175E-2,-3.800053895E-2,-5.834026337E-1,5.868624013E-1
1.006242787E1,-1.974521577E-2,-2.813723683E-2,-5.144720078E-1,5.156190691E-1
1.006715813E1,-4.800923169E-2,-3.030090034E-2,-3.725595474E-1,3.768602490E-1
1.007188839E1,-5.705384910E-2,-3.997519612E-3,-3.742017746E-1,3.785473418E-1
1.007661860E1,-2.576437593E-2,7.876142859E-3,-4.541349411E-1,4.549333813E-1
1.008134886E1,-6.653934717E-3,3.159493208E-2,-5.547542572E-1,5.556930812E-1
1.008607912E1,1.232400537E-2,3.373336047E-2,-6.047058105E-1,6.057713579E-1
1.009080933E1,2.877135575E-2,2.880245447E-4,-5.759363174E-1,5.766545895E-1
1.009553959E1,1.905889809E-2,-9.204998612E-3,-4.548654556E-1,4.553576137E-1
1.010026985E1,-2.136632800E-2,1.686815917E-2,-4.036197662E-1,4.045367356E-1
1.010500011E1,-4.956361651E-2,2.134145796E-2,-4.405994415E-1,4.438917411E-1
1.010973037E1,-4.910473526E-2,1.404648274E-2,-5.199794769E-1,5.224818036E-1
1.011446058E1,-6.528651714E-2,4.480506480E-2,-5.631046295E-1,5.686445700E-1
1.011919084E1,-2.441054583E-2,3.024978936E-2,-5.418004990E-1,5.431930644E-1
1.012392110E1,2.553643286E-2,1.109664142E-2,-4.281301498E-1,4.290345791E-1
1.012865136E1,-1.032952964E-2,4.185431451E-2,-2.608327866E-1,2.643713777E-1
1.013338157E1,6.358847022E-3,2.481641620E-2,-2.467956543E-1,2.481217129E-1
1.013811183E1,2.045585215E-2,4.828671366E-2,-4.416866302E-1,4.447888577E-1
1.014284209E1,1.545272768E-2,7.166843861E-2,-5.281734467E-1,5.332376034E-1
1.014757230E1,3.425493836E-3,6.160776317E-2,-5.427532196E-1,5.462493093E-1
1.015230256E1,1.997348666E-2,3.264845163E-2,-4.528064728E-1,4.544211300E-1
1.015703282E1,7.903277874E-4,1.531019807E-3,-3.137769699E-1,3.137817004E-1
1.016176308E1,-2.543166280E-2,-5.678564310E-3,-2.494659424E-1,2.508231887E-1
1.016649334E1,-1.581530273E-2,-8.055731654E-3,-2.616243362E-1,2.622256889E-1
1.017122355E1,-1.099868119E-2,-3.295019269E-3,-4.397821426E-1,4.399319960E-1
1.017595381E1,-2.275313437E-2,8.517593145E-3,-5.381526947E-1,5.387008236E-1
1.018068407E1,-2.963620424E-2,5.585330725E-2,-5.834999084E-1,5.869157007E-1
1.018541428E1,-1.985290647E-2,3.875149041E-2,-5.216903687E-1,5.235042088E-1
1.019014454E1,-1.257741451E-2,4.080116749E-2,-4.010705948E-1,4.033367683E-1
1.019487480E1,-7.813751698E-3,-6.994992495E-3,-3.360319138E-1,3.361955260E-1
1.019960506E1,3.719592094E-2,1.921887696E-2,-3.474655151E-1,3.499788365E-1
1.020433527E1,1.312284172E-2,2.612534165E-2,-4.110097885E-1,4.120482844E-1
1.020906553E1,1.308465004E-2,4.006585479E-2,-5.048761368E-1,5.066324055E-1
1.021379579E1,-2.958543599E-2,3.973287344E-2,-5.576200485E-1,5.598161464E-1
1.021852600E1,-6.483384967E-2,2.753885835E-2,-4.509420395E-1,4.564104948E-1
1.022325626E1,-1.045871526E-1,1.182720065E-3,-2.763376236E-1,2.954697168E-1
1.022798652E1,-8.007308096E-2,-3.919047117E-2,-2.479314804E-1,2.634722192E-1
1.023271678E1,-3.920628130E-2,-3.171734512E-2,-2.956914902E-1,2.999609639E-1
1.023744698E1,-3.426134586E-3,-1.958772540E-2,-3.833942413E-1,3.839095749E-1
1.024217724E1,1.080547273E-2,-7.611960173E-3,-3.896913528E-1,3.899154404E-1
1.024690751E1,-5.822613835E-3,2.319549024E-2,-4.267854691E-1,4.274549920E-1
1.025163771E1,-4.361617565E-2,6.328935921E-2,-4.683160782E-1,4.745817768E-1
1.025636797E1,-4.555466771E-2,3.186206520E-2,-4.169578552E-1,4.206474438E-1
1.026109823E1,-1.910823584E-2,1.026670635E-2,-3.707704544E-1,3.714044423E-1
1.026582850E1,-1.202253997E-2,-6.401807070E-3,-3.154726028E-1,3.157665083E-1
1.027055870E1,-4.969120026E-3,-6.346985698E-3,-3.223314285E-1,3.224322040E-1
1.027528896E1,1.634144783E-2,1.026433706E-2,-3.291358948E-1,3.297011325E-1
1.028001922E1,-3.867447376E-4,7.779918611E-3,-3.999538422E-1,4.000296896E-1
1.028474943E1,-1.452337205E-2,1.723381877E-2,-3.728942871E-1,3.735747344E-1
1.028947969E1,-1.672963798E-2,-1.811891794E-3,-3.650398254E-1,3.654274728E-1
1.029420995E1,-2.611544728E-2,6.827265024E-4,-2.243690491E-1,2.258848222E-1
1.029894016E1,-4.262092710E-2,-3.009067476E-2,-1.774110794E-1,1.849234524E-1
1.030367042E1,-2.096976340E-2,-2.504011989E-2,-1.616935730E-1,1.649592378E-1
1.030840068E1,5.220472813E-3,-3.901471198E-2,-2.386484146E-1,2.418728320E-1
1.031313094E1,-6.668940187E-3,-2.445140481E-2,-2.959804535E-1,2.970635871E-1
1.031786115E1,-1.845929027E-2,-7.636576891E-3,-3.219890594E-1,3.226081479E-1
1.032259141E1,1.253460348E-2,-3.841893375E-2,-3.620176315E-1,3.642662437E-1
1.032732167E1,-2.084930241E-2,-3.564451635E-2,-3.067951202E-1,3.095617398E-1
1.033205188E1,6.197690964E-4,-5.897104740E-2,-1.713542938E-1,1.812188251E-1
1.033678214E1,1.956404746E-2,-4.418836534E-2,-9.399318695E-2,1.056886123E-1
1.034151240E1,2.783104777E-3,-3.909969330E-2,-7.897186279E-2,8.816511102E-2
1.034624261E1,4.062950611E-4,-1.037594676E-2,-1.827230453E-1,1.830178588E-1
1.035097287E1,-2.330742776E-2,2.762508392E-2,-3.022184372E-1,3.043720835E-1
1.035570313E1,-4.164487123E-3,5.826888233E-2,-3.400382996E-1,3.450197832E-1
1.036043334E1,1.951263845E-2,1.989671588E-2,-2.944889069E-1,2.958045615E-1
1.036516360E1,3.590121865E-2,7.973954082E-3,-1.211853027E-1,1.266426431E-1
1.036989386E1,3.791517019E-2,-8.675009012E-3,-4.186820984E-2,5.714685387E-2
1.037462407E1,2.332873642E-2,1.267670095E-2,-6.999397278E-2,7.486043625E-2
1.037935433E1,-1.481294632E-2,7.774382830E-3,-1.643257141E-1,1.651750730E-1
1.038408459E1,-2.184131742E-2,3.376097977E-2,-2.127876282E-1,2.165535075E-1
1.038881480E1,-2.171865106E-2,2.159110457E-2,-3.035554886E-1,3.050963950E-1
1.039354506E1,-2.414286137E-4,7.175371051E-3,-3.318729401E-1,3.319505876E-1
1.039827532E1,1.631143689E-2,1.663534343E-2,-2.436819077E-1,2.447931162E-1
1.040300553E1,2.800677717E-2,-3.098502755E-2,-1.752099991E-1,1.801193917E-1
1.040773579E1,1.638174057E-3,-4.264207184E-2,-9.781837463E-2,1.067214333E-1
1.041246600E1,3.911942244E-3,-2.575296164E-2,-1.468324661E-1,1.491250865E-1
1.041719626E1,-5.645290017E-3,5.258843303E-3,-1.978120804E-1,1.979624810E-1
1.042192652E1,-1.269769669E-2,1.945438981E-2,-3.053159714E-1,3.061985421E-1
1.042665672E1,-1.969172060E-2,1.460026950E-2,-4.166698456E-1,4.173903352E-1
1.043138698E1,-2.902649343E-2,2.615660429E-3,-3.870954514E-1,3.881910193E-1
1.043611724E1,-1.930001378E-2,-9.216234088E-3,-2.865800858E-1,2.873770608E-1
1.044084745E1,-1.917225122E-2,-3.044106066E-2,-1.228361130E-1,1.279958751E-1
1.044557771E1,-1.904554665E-2,-5.154128373E-2,-5.536937714E-2,7.800644012E-2
1.045030797E1,-2.598747611E-2,-2.029009163E-2,-1.450796127E-1,1.487787981E-1
1.045503818E1,-3.521794081E-2,3.582581878E-3,-2.814979553E-1,2.837150632E-1
1.045976844E1,-1.357583702E-2,1.304574311E-2,-3.788137436E-1,3.792813561E-1
1.046449870E1,7.885903120E-3,1.765817404E-2,-3.187084198E-1,3.192946217E-1
1.046922891E1,-2.060915530E-2,1.034226269E-2,-1.760549545E-1,1.775585726E-1
1.047395917E1,-2.281759679E-2,7.858574390E-3,-1.223850250E-1,1.247417102E-1
1.047868938E1,-2.026112378E-2,1.728723943E-2,-1.379737854E-1,1.405209139E-1
1.048341964E1,-1.298095286E-2,1.237279177E-2,-1.297063828E-1,1.309402033E-1
1.048814990E1,6.024360657E-3,1.224449277E-2,-1.737079620E-1,1.742431537E-1
1.049288011E1,8.287563920E-3,2.626314759E-3,-2.363271713E-1,2.364870253E-1
1.049761037E1,3.465056419E-3,1.207078993E-2,-2.723236084E-1,2.726130193E-1
1.050234063E1,-2.264754474E-2,2.383492887E-2,-2.178506851E-1,2.203178071E-1
1.050707084E1,-5.882397294E-3,-2.438470721E-3,-1.756954193E-1,1.758107764E-1
1.051180110E1,1.546277106E-2,-1.185670495E-2,-1.386365891E-1,1.399992234E-1
1.051653131E1,1.047705114E-2,-1.884843409E-2,-1.683254242E-1,1.697011506E-1
1.052126157E1,3.880457580E-2,-2.054274082E-3,-1.455640793E-1,1.506615954E-1
1.052599183E1,2.421092987E-2,1.454903930E-2,-1.372327805E-1,1.401095275E-1
1.053072204E1,3.584140539E-2,1.917678118E-2,-2.191390991E-1,2.228773206E-1
1.053545230E1,1.420588791E-2,2.356782556E-3,-2.125673294E-1,2.130545264E-1
1.054018250E1,-7.276117802E-3,7.031768560E-3,-2.463912964E-1,2.465989834E-1
1.054491277E1,-2.860438824E-2,-1.200784743E-2,-1.945066452E-1,1.969650590E-1
1.054964303E1,-2.839894593E-2,-7.185980678E-3,-1.288175583E-1,1.321064032E-1
1.055437323E1,-5.906867981E-2,-7.124036551E-3,-1.443529129E-1,1.561333542E-1
1.055910350E1,-1.824396849E-2,4.776358604E-3,-1.241683960E-1,1.255923825E-1
1.056383370E1,-3.913938999E-3,2.846684307E-2,-1.231327057E-1,1.264410664E-1
1.056856396E1,-8.660003543E-3,6.901741028E-3,-1.339702606E-1,1.344271566E-1
1.057329422E1,-4.418802261E-2,-1.453566551E-2,-1.518363953E-1,1.588022602E-1
1.057802443E1,-3.430955112E-2,1.640841365E-2,-1.553173065E-1,1.599057442E-1
1.058275469E1,-4.114958644E-2,-3.832915425E-2,-1.611413956E-1,1.706720888E-1
1.058748490E1,-1.001845300E-2,-3.798228502E-2,-9.572792053E-2,1.034739491E-1
1.059221516E1,-9.993836284E-3,-3.529083729E-2,-1.139125824E-1,1.196720368E-1
1.059694542E1,-2.798810601E-3,-3.502067924E-2,-1.675405502E-1,1.711844540E-1
1.060167563E1,6.735116243E-3,-2.286238968E-2,-2.254657745E-1,2.267220019E-1
1.060640589E1,-1.465786994E-2,1.769514382E-2,-2.591800690E-1,2.601966168E-1
1.061113610E1,-2.549126744E-3,1.277685165E-2,-1.882095337E-1,1.886599442E-1
1.061586636E1,1.410134137E-2,7.926657796E-3,-5.850505829E-2,6.070026011E-2
1.062059657E1,-9.777843952E-3,-3.010347486E-2,-1.268291473E-1,1.307190041E-1
1.062532683E1,-2.610564232E-3,-2.750365436E-2,-2.111968994E-1,2.129962356E-1
1.063005704E1,3.769217432E-2,-1.143619418E-3,-2.402820587E-1,2.432230984E-1
1.063478730E1,3.267809749E-2,-1.064838469E-2,-2.216711044E-1,2.243196931E-1
1.063951756E1,3.956942260E-2,1.786510646E-2,-1.676225662E-1,1.731537639E-1
1.064424777E1,2.267408371E-2,1.107513905E-3,-1.662263870E-1,1.677693429E-1
1.064897803E1,1.775841415E-2,4.141339660E-2,-1.434860229E-1,1.503950447E-1
1.065370823E1,8.086070418E-3,1.731558144E-2,-9.245967865E-2,9.441401417E-2
1.065843850E1,3.188267350E-3,7.681816816E-3,-2.524757385E-2,2.658223737E-2
1.066316870E1,5.449905992E-3,2.423003316E-2,-5.825519562E-2,6.332822277E-2
1.066789896E1,5.740523338E-4,1.451271027E-2,-9.336090088E-2,9.448389338E-2
1.067262917E1,-1.844659448E-2,1.439382881E-2,-1.637678146E-1,1.654308202E-1
1.067735943E1,3.056183457E-3,1.427593082E-2,-2.027425766E-1,2.032675449E-1
1.068208969E1,-3.491638601E-2,7.014453411E-3,-1.820716858E-1,1.855221155E-1
1.068681990E1,-3.460639715E-2,2.114351839E-2,-1.663179398E-1,1.711908531E-1
1.069155016E1,-5.570673943E-2,1.140011847E-2,-2.218818665E-1,2.290518853E-1
1.069628037E1,-3.866592050E-2,1.814469695E-3,-2.413873672E-1,2.444712801E-1
1.070101063E1,-1.230067015E-2,-7.664248347E-3,-2.108993530E-1,2.113967462E-1
1.070574084E1,-1.228311658E-2,-7.598921657E-3,-1.094789505E-1,1.104276196E-1
1.071047110E1,1.154117286E-2,1.616936922E-2,-7.771873474E-2,8.021750995E-2
1.071520131E1,1.613208652E-2,2.784930915E-2,-1.719856262E-1,1.749710944E-1
1.071993157E1,-7.789418101E-3,5.369566381E-2,-2.156362534E-1,2.223575794E-1
1.072466178E1,-1.487554610E-2,1.768346131E-2,-2.779064178E-1,2.788654940E-1
1.072939204E1,-1.481059194E-2,-3.226709366E-2,-2.352495193E-1,2.379135459E-1
1.073412224E1,-5.028808117E-2,-4.151469469E-2,-1.597299576E-1,1.725283175E-1
1.073885250E1,-3.089283407E-2,-2.226121724E-2,-1.180610657E-1,1.240497651E-1
1.074358271E1,-2.352401614E-2,2.535754442E-2,-1.882638931E-1,1.914149363E-1
1.074831297E1,-2.573399246E-2,6.076677889E-2,-3.029642105E-1,3.100679807E-1
1.075304323E1,2.947807312E-3,4.605039954E-2,-2.695903778E-1,2.735110613E-1
1.075777344E1,2.941444516E-3,2.910902351E-2,-1.320905685E-1,1.352919275E-1
1.076250370E1,1.951985061E-2,-3.282703459E-2,-7.641410828E-2,8.542689689E-2
1.076723391E1,1.217959821E-2,-1.594184339E-2,-8.052062988E-2,8.298226811E-2
1.077196417E1,3.574839234E-2,-2.289976180E-2,-1.605262756E-1,1.660452704E-1
1.077669438E1,3.067164123E-2,-8.496016264E-3,-1.354598999E-1,1.391485406E-1
1.078142464E1,-5.131646991E-3,1.050937176E-2,-9.636688232E-2,9.707397542E-2
1.078615485E1,-1.928140223E-2,2.460949123E-2,-1.596326828E-1,1.626652789E-1
1.079088511E1,-2.616955340E-2,2.675236017E-2,-2.318649292E-1,2.348656631E-1
1.079561532E1,-1.881426573E-2,9.920701385E-3,-2.441682816E-1,2.450929347E-1
1.080034558E1,1.450435817E-2,-1.618422568E-2,-2.492504120E-1,2.501960700E-1
1.080507579E1,4.833877087E-3,-2.548666298E-2,-2.115783691E-1,2.131627140E-1
1.080980605E1,1.899746060E-2,-4.657775164E-2,-1.054058075E-1,1.167937272E-1
1.081453626E1,-7.192015648E-3,-2.485741675E-2,1.885986328E-2,3.202047313E-2
1.081926652E1,-1.660507917E-2,3.696874529E-2,-3.824710846E-2,5.572484265E-2
1.082399672E1,4.907786846E-3,6.273804605E-2,-1.921682358E-1,2.022097417E-1
1.082872698E1,-2.126747370E-2,2.430273592E-2,-3.044624329E-1,3.061703797E-1
1.083345719E1,-4.538863897E-3,9.915933013E-3,-1.951427460E-1,1.954472264E-1
1.083818745E1,1.437164843E-2,-1.149541140E-2,-5.114078522E-2,5.435134473E-2
1.084291766E1,2.125981450E-2,-9.103164077E-3,1.572608948E-2,2.796707348E-2
1.084764787E1,6.735399365E-3,-6.729722023E-3,-1.054210663E-1,1.058501581E-1
1.085237813E1,2.088391781E-2,2.415011823E-2,-1.496276855E-1,1.529961127E-1
1.085710834E1,-5.763471127E-4,1.920398325E-2,-1.270265579E-1,1.284712869E-1
1.086183860E1,-1.945917308E-2,1.427330077E-2,-7.376766205E-2,7.761478272E-2
1.086656881E1,-4.063406587E-2,1.413062215E-2,-3.756046295E-2,5.711033329E-2
1.087129907E1,-2.614194155E-2,2.350701392E-2,-3.250026703E-2,4.787742859E-2
1.087602928E1,-7.102102041E-3,-2.177102864E-2,-2.510738373E-2,3.398232274E-2
1.088075954E1,1.420272887E-2,-2.322047949E-4,-8.658981323E-2,8.774717763E-2
1.088548975E1,-7.252275944E-3,-4.947662354E-3,-1.238346100E-1,1.241454208E-1
1.089022001E1,-1.903697848E-2,1.170635968E-2,-7.771682739E-2,8.086625172E-2
1.089495021E1,-3.309673071E-2,4.517957568E-3,-8.256912231E-3,3.440904131E-2
1.089968047E1,-3.050716221E-2,-2.388209105E-4,-5.813598633E-3,3.105707505E-2
1.090441068E1,-3.508281708E-2,-9.752079844E-3,-8.169460297E-2,8.944224544E-2
1.090914089E1,-6.374225020E-3,-1.441456378E-2,-1.783018112E-1,1.789970566E-1
1.091387115E1,1.260358095E-2,-2.427995205E-3,-2.100343704E-1,2.104261917E-1
1.091860136E1,3.025159240E-3,-1.187267900E-2,-1.679449081E-1,1.683912238E-1
1.092333162E1,-2.303214371E-2,-2.601014078E-2,-8.586883545E-2,9.263079385E-2
1.092806183E1,-3.226214647E-2,-9.259551764E-3,-1.871490479E-2,3.842958567E-2
1.093279209E1,-2.253511548E-2,-9.207248688E-3,-6.601715088E-2,7.036241233E-2
1.093752230E1,-1.101180911E-3,-2.035588026E-3,-1.532621384E-1,1.532796114E-1
1.094225256E1,2.495060861E-2,2.779498696E-3,-2.516450882E-1,2.528942643E-1
1.094698277E1,8.124530315E-3,-6.709158421E-3,-2.068338394E-1,2.071020471E-1
1.095171303E1,-1.560281217E-2,-1.142442226E-2,-1.220607758E-1,1.235831629E-1
1.095644323E1,-2.961443365E-2,-1.137921214E-2,-8.308029175E-2,8.893163681E-2
1.096117344E1,-2.460376918E-2,-4.242002964E-3,-1.108646393E-1,1.136411382E-1
1.096590370E1,-3.076106310E-3,9.980112314E-3,-1.312961578E-1,1.317108429E-1
1.097063391E1,-1.726928353E-2,2.410997450E-2,-1.610507965E-1,1.637585970E-1
1.097536417E1,-3.379380703E-2,3.105543554E-2,-1.217412949E-1,1.301053586E-1
1.098009438E1,-1.696026325E-2,-1.898044348E-2,-7.801246643E-2,8.206005534E-2
1.098482459E1,4.452705383E-3,-3.065954149E-2,-2.041149139E-2,3.710071496E-2
1.098955485E1,-3.377646208E-4,-2.091164887E-2,5.806350708E-2,6.171533033E-2
1.099428506E1,4.377886653E-3,-4.151478410E-3,1.961326599E-2,2.052025505E-2
1.099901532E1,-9.877413511E-3,1.252043992E-2,-2.563476562E-2,3.019049390E-2
1.100374553E1,-7.480457425E-3,1.718959212E-2,-1.464366913E-1,1.476317848E-1
1.100847579E1,1.395629346E-2,1.225060970E-2,-1.760654449E-1,1.770420754E-1
1.101320600E1,3.044295311E-2,-2.035930753E-3,-1.603603363E-1,1.632371155E-1
1.101793620E1,-5.437254906E-3,-2.334833145E-2,-5.698871613E-2,6.182573969E-2
1.102266646E1,3.009055555E-2,-5.397525430E-2,1.704788208E-2,6.410460119E-2
1.102739667E1,6.052017212E-3,-1.318557560E-2,4.538154602E-2,4.764421303E-2
